user_id,signup_date,first_purchase_date,avg_spin_amt,rtp_ratio,ggr_amt,logins_first_96h,total_bet_txn,max_purchase_amt_horly,max_redeem_amt_hourly,sum_redeem_txn,cnt_txn_total,sum_spin_sc,sum_spin_cc,max_eod_sc_balance,sum_bonus_wheel,sum_bonus_plinko,sum_offer_amt,sum_bonus_amt,sum_daily_mission,sum_leaderboard_reward,first_purchase_amt,days_of_activity,max_bet_amt,min_bet_amount,max_win_amt,avg_rounds_bet,avg_bet_amt,max_daily_games_unique,sum_bonus_promotion_bet_amount,signup_email_domain_gmail,signup_email_domain_icloud,signup_email_domain_other,signup_email_domain_privaterelay,signup_email_domain_yahoo,channel_app,channel_facebook,channel_google,channel_invite friend,channel_other,channel_sidelines,first_geo_region_california,first_geo_region_florida,first_geo_region_georgia,first_geo_region_illinois,first_geo_region_other,first_geo_region_texas,signup_platform_app,signup_platform_web,ln_total_bet_amt,ln_total_win_amt_sc,ln_total_win_amt_cc,ln_sum_redeem_amt,ln_sum_amt_total,ln_sum_sc_coin_total,time_diff_minutes,probability_positive_class,potential_vip_ind
930619,2024-09-24 23:34:29.497000+00:00,2024-09-24 23:56:05.466000+00:00,20.431,0.979,-2435.0,8,5765,799.96,0.0,0,12,8,3,60.0,0.5,0.0,23.99,412.0,47.0,100.0,23.99,2.0,50.0,0.5,3494.0,1921.6666666666667,39261.66666666667,13.0,813.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11.676616207626708,11.6557262636019,18.578300542280793,-23.025850929940457,7.612771740112222,7.68202151082692,0.35999138888888893,0.9957633,1
953247,2024-09-28 05:40:42.440000+00:00,2024-09-28 05:59:16.243000+00:00,1.7,0.84,-994.0,9,3654,299.96999999999997,0.0,0,11,7,0,1.03,1.0,0.0,62.980000000000004,137.0,0.0,10.0,23.99,2.0,5.0,0.5,240.0,1910.5,3191.4250000000006,30.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8.73391617492754,8.559486103606508,-23.025850929940457,-23.025850929940457,6.869939178897991,6.956545443151664,0.3093897222222223,,0
937076,2024-09-26 00:41:21.591000+00:00,2024-09-26 01:21:42.568000+00:00,1.429,0.907,-700.0,18,5254,249.97,0.0,0,10,15,8,27.21,2.0,0.0,0.0,69.0,0.0,0.0,1.99,4.0,12.0,0.05,509.55,1323.75,1878.0750000000005,25.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.923857580099897,8.826000545482982,15.129650806134546,-23.025850929940457,6.482954434567383,6.5235623061496595,0.6724936111111111,,0
936853,2024-09-26 00:00:57.906000+00:00,2024-09-26 00:11:30.180000+00:00,1.563,0.826,-618.0,11,2272,199.98,0.0,0,9,10,1,0.0,0.5,0.0,224.95999999999998,84.0,0.0,0.0,9.99,1.0,100.0,0.2,353.2,2272.0,3552.0000000000005,33.0,119.35000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.175266104112088,7.9841219587029615,12.676076274775909,-23.025850929940457,6.282098508445833,6.40357419793498,0.17563166666666666,0.90185213,1
942945,2024-09-26 22:54:36.192000+00:00,2024-09-26 22:58:24.731000+00:00,6.888,0.825,-2193.0,16,1819,699.93,0.0,0,22,15,1,100.69,0.15,8.999999999999996,349.95000000000005,193.0,0.0,10.0,23.99,4.0,100.0,0.1,298.6,454.75,3132.5124999999994,37.0,2738.9099999999994,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.435881047890122,9.243484970568494,-23.025850929940457,-23.025850929940457,7.600792453491689,7.667158255319195,0.06348305555555556,,0
924805,2024-09-24 00:30:50.874000+00:00,2024-09-24 14:52:12.235000+00:00,11.148,0.959,-186.0,19,409,119.97999999999999,0.0,0,13,11,1,403.88,1.0,0.0,39.98,152.0,0.0,60.0,23.99,4.0,250.0,0.1,488.16,142.0,1521.3333333333337,4.0,3253.3899999999994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.425077902508454,8.383433201236736,14.58635924618807,-23.025850929940457,6.075047135849469,6.240275845170965,14.35593361111111,,0
932150,2024-09-25 04:04:51.109000+00:00,2024-09-25 04:16:17.820000+00:00,1.161,0.778,-638.0,13,2471,199.98,0.0,0,12,11,1,26.12,0.25,0.0,118.96000000000001,109.0,0.0,0.0,19.99,4.0,50.0,0.2,115.4,823.6666666666667,956.2166666666667,20.0,279.97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7.9617188159814,7.709756864454209,15.555976732804778,-23.025850929940457,6.270761563025512,6.4118182677100615,0.19075305555555555,0.92908233,1
948033,2024-09-27 18:20:42.278000+00:00,2024-09-27 18:24:38.737000+00:00,1.91,1.067,144.0,13,1133,259.94,600.0,1,17,6,7,0.9,0.5,0.0,0.0,32.0,0.0,0.0,4.99,3.0,100.0,0.1,656.0,566.5,1081.8999999999996,29.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7.679713639966418,7.744136627628033,19.183759222206287,6.396929655216313,6.051689088903312,6.091309882077924,0.06568305555555555,0.92042875,1
838187,2024-09-09 22:48:00.389000+00:00,2024-09-28 06:10:24.883000+00:00,24.358,0.839,-2488.0,11,636,1273.86,0.0,0,23,10,1,0.02,0.15,0.0,173.96999999999997,365.0,0.0,75.0,49.99,1.0,400.0,0.05,937.6,636.0,15491.7,12.0,12087.740000000003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.648079040634649,9.473012281423804,16.793811789788585,-23.025850929940457,7.660948090246143,7.712890961490174,439.3734705555555,,0
857829,2024-09-12 23:37:13.863000+00:00,2024-09-26 03:39:58.653000+00:00,2.7,0.954,-871.0,23,7024,249.95000000000002,0.0,0,26,20,0,2.75,0.0,0.0,0.0,78.0,5.0,0.0,19.99,4.0,7.5,0.1,821.25,1756.0,4741.924999999999,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9.850508627745247,9.803501457660207,-23.025850929940457,-23.025850929940457,6.67170377736727,6.714170529909593,316.045775,0.96883094,1
940389,2024-09-26 12:23:05.810000+00:00,2024-09-26 12:37:39.521000+00:00,0.803,1.085,767.0,37,11204,209.94000000000003,800.0,3,26,32,8,198.84,1.0,0.0,92.96000000000001,126.0,5.0,0.0,1.99,4.0,2.0,0.1,1058.52,2801.0,2248.4625000000015,13.0,1672.5800000000002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9.104312967330664,9.186150133174975,16.468188983531498,7.313886831633528,6.756630017956683,6.826545223556702,0.2426975,,0
944292,2024-09-27 02:38:30.854000+00:00,2024-09-27 04:00:02.320000+00:00,2.866,0.923,-1051.0,13,4739,199.98,0.0,0,11,9,0,57.34,0.5,6.900000000000001,325.96000000000004,124.0,0.0,0.0,23.99,3.0,7.5,0.1,480.0,2369.5,6791.125000000001,19.0,3318.95,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9.516500665673744,9.435960853165293,-23.025850929940457,-23.025850929940457,6.830755437093377,6.911747300251774,1.3587405555555556,0.9613636,1
916451,2024-09-22 15:33:40.615000+00:00,2024-09-26 06:31:24.898000+00:00,7.701,0.99,-645.0,44,8158,135.99,0.0,0,6,33,5,6014.06,0.5,0.0,242.98000000000002,162.0,19.0,10.0,19.99,4.0,187.5,0.05,2289.6,2039.75,15706.662500000002,16.0,25202.999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.048124279515518,11.037804765825015,17.021884559689507,-23.025850929940457,6.1798924223339045,6.25766758788283,86.96230083333333,,0
936239,2024-09-25 22:04:33.707000+00:00,2024-09-25 22:11:15.913000+00:00,0.805,0.858,-1047.0,37,9159,199.98,150.0,1,17,32,4,504.14,0.15,0.0,78.97,129.0,0.0,0.0,23.99,5.0,30.0,0.1,275.1,1831.8,1474.696,36.0,894.8499999999999,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8.905579957989664,8.75242340386561,17.13208062758511,5.0106352940969225,6.97898697576183,7.058758152518751,0.1117238888888889,,0
942302,2024-09-26 20:48:50.024000+00:00,2024-09-26 21:40:56.875000+00:00,4.533,0.984,-811.0,24,10849,169.97,0.0,0,11,19,0,1065.61,0.15,0.0,96.97999999999999,118.0,0.0,20.0,19.99,4.0,10.0,0.4,1914.0,2712.25,12294.049999999997,20.0,4463.609999999999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10.803160978586847,10.786552366511659,-23.025850929940457,-23.025850929940457,6.532174162954162,6.617402977974611,0.8685697222222223,0.957919,1
